artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links
Vladimir Ashkenazy,6,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch",566.213,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/00993.mid",https://www.youtube.com/watch?v=uob3-ZJydYs
Claudio Arrau,11,"Kreisleriana, Op. 16: II. Sehr innig und nicht zu rasch",581.386,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/00994.mid",https://www.youtube.com/watch?v=yzHO_6aUkqQ
Murray Perahia,13,"Kreisleriana, Op. 16: II. Sehr innig und nicht zu rasch",435.733,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/00995.mid",https://www.youtube.com/watch?v=DYWDasE6FIM
Murray Perahia,13,"Kreisleriana, Op. 16: II. Sehr innig und nicht zu rasch",435.786,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/00996.mid",https://www.youtube.com/watch?v=n4Xkmb-u9yE
Hélène Grimaud,38,Kreisleriana Op. 16: II. Sehr Inning Und Nicht Zu Rasch,548.4,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/00997.mid",https://www.youtube.com/watch?v=3kDFlQ4799A
Vladimir Horowitz,2,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",419.532,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/00998.mid",https://www.youtube.com/watch?v=Trdm0GT9aos
Vladimir Horowitz,2,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",414.693,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/00999.mid",https://www.youtube.com/watch?v=YzBZEm8Y6Qk
Vladimir Horowitz,2,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",414.493,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01000.mid",https://www.youtube.com/watch?v=J8NEZ7ek9Fk
Vladimir Horowitz,2,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",416,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01001.mid",https://www.youtube.com/watch?v=Ea7INoaWu28
Vladimir Ashkenazy,6,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",529.933,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01002.mid",https://www.youtube.com/watch?v=4di7RqRY7rk
Vladimir Ashkenazy,6,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",531.906,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01003.mid",https://www.youtube.com/watch?v=KLMNWSjUKzg
Martha Argerich,7,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",580.133,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01004.mid",https://www.youtube.com/watch?v=qpi__Bi7A5U
Martha Argerich,7,"Kreisleriana, Op.16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",580.16,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01005.mid",https://www.youtube.com/watch?v=8uLT-Jnju6k
Alicia de Larrocha,18,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",558.293,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01006.mid",https://www.youtube.com/watch?v=ih8atW039ZA
Alfred Brendel,19,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",486.573,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01007.mid",https://www.youtube.com/watch?v=vTOFRcopQNM
Radu Lupu,25,"Kreisleriana, Op. 16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",539.973,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01008.mid",https://www.youtube.com/watch?v=1KIreu4ZPSM
Mitsuko Uchida,26,"Kreisleriana, Op.16: 2. Sehr innig und nicht zu rasch - Intermezzo I (Sehr lebhaft) - Tempo I - Intermezzo II (Etwas bewegter) - Tempo I",631.333,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01009.mid",https://www.youtube.com/watch?v=OD4ACgr1Qc4
Wilhelm Kempff,28,"Kreisleriana, Op. 16: No. 2 Sehr innig und nicht zu rasch - Intermezzo I. Sehr lebhaft - Tempo I - Intermezzo II. Etwas bewegter - Tempo I",420,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01010.mid",https://www.youtube.com/watch?v=TLwNOivt7jc
Wilhelm Kempff,28,"Kreisleriana, Op. 16: No. 2 Sehr innig und nicht zu rasch - Intermezzo I. Sehr lebhaft - Tempo I - Intermezzo II. Etwas bewegter - Tempo I",460.32,Robert Schumann,215,"Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/II._Sehr_innig_und_nicht_zu_rasch/01011.mid",https://www.youtube.com/watch?v=6sX2nl80uik
Vladimir Horowitz,2,"Kreisleriana, Op.16: 8. Schnell und spielend",226.493,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01012.mid",https://www.youtube.com/watch?v=u4rXE8qpXUc
Vladimir Horowitz,2,"Kreisleriana, Op. 16 (Instrumental): 8. Schnell und spielend",220.493,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01013.mid",https://www.youtube.com/watch?v=aIPku9BhcBk
Vladimir Horowitz,2,"Kreisleriana, Op. 16: 8. Schnell und spielend",235.453,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01014.mid",https://www.youtube.com/watch?v=hwRaBUR36M0
Vladimir Horowitz,2,"Kreisleriana, Op. 16: 8. Schnell und spielend",228.893,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01015.mid",https://www.youtube.com/watch?v=T_r2hvh8IpY
Vladimir Horowitz,2,"Kreisleriana, Op. 16: VIII. Schnell und spielend",214.733,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01016.mid",https://www.youtube.com/watch?v=NR2vbJQaKe4
Vladimir Horowitz,2,"Kreisleriana, Op.16: 8. Schnell und spielend",226.293,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01017.mid",https://www.youtube.com/watch?v=ww7t_sLkd5o
Vladimir Horowitz,2,"Kreisleriana, Op. 16: No. 8, Schnell und spielend",244.506,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01018.mid",https://www.youtube.com/watch?v=RNvylGCBKDU
Vladimir Horowitz,2,"Kreisleriana, Op. 16: No. 8, Schnell und spielend",247.04,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01019.mid",https://www.youtube.com/watch?v=koNZddE1jLs
Vladimir Horowitz,2,"Kreisleriana, Op. 16: No. 8, Schnell und spielend",270.386,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01020.mid",https://www.youtube.com/watch?v=QyMv_f7bvc0
Vladimir Ashkenazy,6,"Kreisleriana, Op. 16: 8. Schnell und spielend",180.8,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01021.mid",https://www.youtube.com/watch?v=Er4mlz1eBTA
Vladimir Ashkenazy,6,"Kreisleriana, Op. 16: 8. Schnell und spielend",177.066,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01022.mid",https://www.youtube.com/watch?v=uD6DZ5jJhcU
Martha Argerich,7,"Kreisleriana, Op.16: 8. Schnell und spielend",206.666,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01023.mid",https://www.youtube.com/watch?v=klpMT5b_Pyg
Walter Gieseking,8,"Kreisleriana, Op. 16: VIII. Schnell und spielend",168,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01024.mid",https://www.youtube.com/watch?v=h79g6iYF2bw
Claudio Arrau,11,"Kreisleriana, Op. 16: VIII. Schnell und spielend",200.106,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01025.mid",https://www.youtube.com/watch?v=RY6oiG8CWcg
Murray Perahia,13,"Kreisleriana, Op. 16: VIII. Schnell und spielend",176,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01026.mid",https://www.youtube.com/watch?v=zwbNfaHeZco
Murray Perahia,13,"Kreisleriana, Op. 16: VIII. Schnell und spielend",176.386,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01027.mid",https://www.youtube.com/watch?v=kN8cF-nun5s
Alicia de Larrocha,18,"Kreisleriana, Op. 16: 8. Schnell und spielend",181.106,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01028.mid",https://www.youtube.com/watch?v=oRbr7bf-Su8
Alfred Brendel,19,"Kreisleriana, Op. 16: 8. Schnell und spielend",202.106,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01029.mid",https://www.youtube.com/watch?v=ziztS03qaP4
Evgeny Kissin,20,"Kreisleriana, Op. 16: Schnell und spielend",218.893,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01030.mid",https://www.youtube.com/watch?v=efGko8bxNbQ
Evgeny Kissin,20,"Kreisleriana, Op. 16: VIII. Schnell und spielend",219.746,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01031.mid",https://www.youtube.com/watch?v=KD9aA8TmPOA
Radu Lupu,25,"Kreisleriana, Op. 16: 8. Schnell und spielend",214.6,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01032.mid",https://www.youtube.com/watch?v=QSVTthjVqDU
Mitsuko Uchida,26,"Kreisleriana, Op.16: 8. Schnell und spielend",187.76,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01033.mid",https://www.youtube.com/watch?v=ceWwkVmM-cs
Wilhelm Kempff,28,"Kreisleriana, Op. 16: No. 8 Schnell und spielend",181.266,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01034.mid",https://www.youtube.com/watch?v=VhYLsRQlj3Y
Hélène Grimaud,38,Kreisleriana Op. 16: VIII. Schnell Und Spielend,199.4,Robert Schumann,216,"Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/VIII._Schnell_und_spielend/01035.mid",https://www.youtube.com/watch?v=pFGmlF2zkPc
Vladimir Horowitz,2,"Kreisleriana, Op.16: 4. Sehr langsam",206.773,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01036.mid",https://www.youtube.com/watch?v=gWm1bUjrZNg
Vladimir Horowitz,2,"Kreisleriana, Op. 16 (Instrumental): 4. Sehr langsam",205.626,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01037.mid",https://www.youtube.com/watch?v=vZ5GAGrMHLU
Vladimir Horowitz,2,"Kreisleriana, Op. 16: 4. Sehr langsam",199.946,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01038.mid",https://www.youtube.com/watch?v=4fJQ0VmRTMY
Vladimir Horowitz,2,"Kreisleriana, Op. 16: 4. Sehr langsam",206.586,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01039.mid",https://www.youtube.com/watch?v=K2Tzp5A7wnk
Vladimir Horowitz,2,"Kreisleriana, Op. 16: IV. Sehr langsam",195.04,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01040.mid",https://www.youtube.com/watch?v=rIG20xvhaG0
Vladimir Horowitz,2,"Kreisleriana, Op.16: 4. Sehr langsam",205.56,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01041.mid",https://www.youtube.com/watch?v=-QCjEMY_Kog
Vladimir Horowitz,2,"Kreisleriana, Op. 16: No. 4, Sehr langsam",204.533,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01042.mid",https://www.youtube.com/watch?v=-iWKw0BtUv4
Vladimir Horowitz,2,"Kreisleriana, Op. 16: No. 4, Sehr langsam",198.613,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01043.mid",https://www.youtube.com/watch?v=-syHypM2LxA
Vladimir Horowitz,2,"Kreisleriana, Op. 16: No. 4, Sehr langsam",206.853,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01044.mid",https://www.youtube.com/watch?v=xvreBAYP1CE
Vladimir Ashkenazy,6,"Kreisleriana, Op. 16: 4. Sehr langsam",210.64,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01045.mid",https://www.youtube.com/watch?v=goMFsKpE75A
Vladimir Ashkenazy,6,"Kreisleriana, Op. 16: 4. Sehr langsam",216.133,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01046.mid",https://www.youtube.com/watch?v=qtDgNNs05uY
Martha Argerich,7,"Kreisleriana, Op. 16: 4. Sehr langsam",233.973,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01047.mid",https://www.youtube.com/watch?v=qmXgBkQw4pE
Martha Argerich,7,"Kreisleriana, Op.16: 4. Sehr langsam",233.8,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01048.mid",https://www.youtube.com/watch?v=y98kD2ghhY4
Walter Gieseking,8,"Kreisleriana, Op. 16: IV. Sehr langsam",189.333,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01049.mid",https://www.youtube.com/watch?v=GYJGCPBwleA
Claudio Arrau,11,"Kreisleriana, Op. 16: IV. Sehr langsam",207.16,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01050.mid",https://www.youtube.com/watch?v=BxZpimA6HNU
Murray Perahia,13,"Kreisleriana, Op. 16: IV. Sehr langsam",201.16,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01051.mid",https://www.youtube.com/watch?v=rOhiCM-cb-E
Murray Perahia,13,"Kreisleriana, Op. 16: IV. Sehr langsam",201.413,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01052.mid",https://www.youtube.com/watch?v=RH8D_6brJJ0
Alicia de Larrocha,18,"Kreisleriana, Op. 16: 4. Sehr langsam",218.573,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01053.mid",https://www.youtube.com/watch?v=Z46m6EtGP9M
Alfred Brendel,19,"Kreisleriana, Op. 16: 4. Sehr langsam",238.226,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01054.mid",https://www.youtube.com/watch?v=PSq_AdTgZxI
Evgeny Kissin,20,"Kreisleriana, Op. 16: IV. Sehr langsam; Etwas bewegter",227.693,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01055.mid",https://www.youtube.com/watch?v=_KHaNzQsB6c
Radu Lupu,25,"Kreisleriana, Op. 16: 4. Sehr langsam",213.706,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01056.mid",https://www.youtube.com/watch?v=NsJ7BDM2OlQ
Mitsuko Uchida,26,"Kreisleriana, Op.16: 4. Sehr langsam",265.573,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01057.mid",https://www.youtube.com/watch?v=Wgj3vp1OHiM
Wilhelm Kempff,28,"Kreisleriana, Op. 16: No. 4 Sehr langsam",221,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01058.mid",https://www.youtube.com/watch?v=gzqwW0CcD3M
Wilhelm Kempff,28,"Kreisleriana, Op. 16: No. 4 Sehr langsam",225.133,Robert Schumann,217,"Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/IV._Sehr_langsam/01059.mid",https://www.youtube.com/watch?v=RUcmSZvS00Y
Vladimir Horowitz,2,"Kreisleriana, Op.16: 3. Sehr aufgeregt",300.2,Robert Schumann,218,"Robert_Schumann/Kreisleriana,_Op._16/III._Sehr_aufgeregt/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/III._Sehr_aufgeregt/01060.mid",https://www.youtube.com/watch?v=IeRaa9yHsLQ
Vladimir Horowitz,2,"Kreisleriana, Op. 16 (Instrumental): 3. Sehr aufgeregt",216.92,Robert Schumann,218,"Robert_Schumann/Kreisleriana,_Op._16/III._Sehr_aufgeregt/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/III._Sehr_aufgeregt/01061.mid",https://www.youtube.com/watch?v=JfTPJ90ezls
Vladimir Horowitz,2,"Kreisleriana, Op. 16: 3. Sehr aufgeregt",212.013,Robert Schumann,218,"Robert_Schumann/Kreisleriana,_Op._16/III._Sehr_aufgeregt/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/III._Sehr_aufgeregt/01062.mid",https://www.youtube.com/watch?v=52sLjmwbo7A
Vladimir Horowitz,2,"Kreisleriana, Op. 16: 3. Sehr aufgeregt",301.613,Robert Schumann,218,"Robert_Schumann/Kreisleriana,_Op._16/III._Sehr_aufgeregt/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/III._Sehr_aufgeregt/01063.mid",https://www.youtube.com/watch?v=Mwcom08AAuk
Vladimir Horowitz,2,"Kreisleriana, Op.16: 3. Sehr aufgeregt",298.16,Robert Schumann,218,"Robert_Schumann/Kreisleriana,_Op._16/III._Sehr_aufgeregt/musicxml_cleaned.musicxml","Robert_Schumann/Kreisleriana,_Op._16/III._Sehr_aufgeregt/01064.mid",https://www.youtube.com/watch?v=Xh0enoQgff0
